id,product_id,designer,seller_id,sku,name,hsn_code,material,color,no_of_components,barcode,short_description,description,tags,gender,occasions,categories,product_url,created_at,updated_at
1186,115010,Noie Noei,94,nnss25014,CABANA SHIRT,540822,LINEN SILK,PINK,1,"nnss25014, nnss25014xspink, nnss25014spink, nnss25014mpink, nnss25014lpink, nnss25014xlpink, nnss250142xlpink",Sleeveless linen silk button-down shirt with delicate floral appliqus.,"Button-down shirt crafted out of Linen silk, adorned with delicate flower appliques.","Occasionwear for women, Modern heirloom pieces, Bow-detail dresses, Wedding guest outfits, Elegant eventwear, Quiet luxury, Modern femininity, Effortless elegance, Romantic minimalism, Elevated everyday, Whimsical sophistication",Women,"Birthday brunches, Afternoon tea dates, Fancy Sunday breakfastshoneymoon looks, Springtime escapes, Gallery openings, Fashion week events, Charity dinners or galas, Garden parties, Holiday soirees","Women, Tops",https://thechicindian.com/product-details-sku/nnss25014,23-11-2025 11:26,23-11-2025 11:26
1187,115024,Noie Noei,94,nnss25016,TWILIGHT CO-ORD SET,540822,Unknown,YELLOW,2,"nnss25016, nnss25016xsyellow, nnss25016syellow, nnss25016myellow, nnss25016lyellow, nnss25016xlyellow, nnss250162xlyellow",Twilight yellow co-ord with a breezy fit and an embellished collar.,"The Twilight Co-ord in sunshine yellow blends breezy comfort with refined elegance. Its relaxed silhouette is elevated by an embellished collar, adding a touch of sophistication to everyday simplicity. Perfect for sunny days and effortless style.","Occasionwear for women, Modern heirloom pieces, Bow-detail dresses, Wedding guest outfits, Elegant eventwear, Quiet luxury, Modern femininity, Effortless elegance, Romantic minimalism, Elevated everyday, Whimsical sophistication",Women,"Birthday brunches, Afternoon tea dates, Fancy Sunday breakfast, honeymoon looks, Springtime escapes, Gallery openings, Fashion week events, Charity dinners or galas, Garden parties, Holiday soirees","Women, Sets, Co-ord set",https://thechicindian.com/product-details-sku/nnss25016,23-11-2025 11:26,23-11-2025 11:26
1188,115031,Noie Noei,94,nnss25018,FLOWER MIDI DRESS,540822,Unknown,YELLOW,1,"nnss25018, nnss25018xsyellow, nnss25018syellow, nnss25018myellow, nnss25018lyellow, nnss25018xlyellow, nnss250182xlyellow",Linen-silk midi dress with a halter neckline and yellow flower appliqu.,"The Flower Midi Dress is crafted from flowy linen-silk and features a graceful halter neckline. A bold yellow flower appliqu adds a playful yet artistic touch, making it a standout piece for sunlit days and special moments alike. Light, elegant, and effortlessly eye-catching.","Occasionwear for women, Modern heirloom pieces, Bow-detail dresses, Wedding guest outfits, Elegant eventwear, Quiet luxury, Modern femininity, Effortless elegance, Romantic minimalism, Elevated everyday, Whimsical sophistication",Women,"Birthday brunches, Afternoon tea dates, Fancy Sunday breakfastshoneymoon looks, Springtime escapes, Gallery openings, Fashion week events, Charity dinners or galas, Garden parties, Holiday soirees","Women, Dresses",https://thechicindian.com/product-details-sku/nnss25018,23-11-2025 11:26,23-11-2025 11:26
1189,115045,Noie Noei,94,nnss25021,LILY FREE STYLE,540822,Unknown,MULTICOLOR,1,"nnss25021, nnss25021xsmulticolor, nnss25021smulticolor, nnss25021mmulticolor, nnss25021lmulticolor, nnss25021xlmulticolor, nnss250212xlmulticolor",Poplin mini dress with an adjustable waist and oversized sleeves.,"A classic silhouette reimagined with modern charm. Crafted from premium poplin, this mini dress features an adjustable waist for a custom fit and oversized sleeves for a contemporary twist. Effortlessly chic and versatile, it's perfect for brunch, city strolls, or any daytime occasion.","Occasionwear for women, Modern heirloom pieces, Bow-detail dresses, Wedding guest outfits, Elegant eventwear, Quiet luxury, Modern femininity, Effortless elegance, Romantic minimalism, Elevated everyday, Whimsical sophistication",Women,"Birthday brunches, Afternoon tea dates, Fancy Sunday breakfastshoneymoon looks, Springtime escapes, Gallery openings, Fashion week events, Charity dinners or galas, Garden parties, Holiday soirees","Women, Dresses",https://thechicindian.com/product-details-sku/nnss25021,23-11-2025 11:26,23-11-2025 11:26
1190,115052,Noie Noei,94,nnss25022,LILY SHORT DRESS,540822,Unknown,MULTICOLOR,1,"nnss25022, nnss25022xsmulticolor, nnss25022smulticolor, nnss25022mmulticolor, nnss25022lmulticolor, nnss25022xlmulticolor, nnss250222xlmulticolor","Mini lily-print dress with full sleeves, tie-up cuffs, and a round loop collar.","The Lily Short Dress is a charming mini-length piece adorned with delicate lily prints, perfect for effortless daytime elegance. It features full-length sleeves with playful tie-ups at the cuffs and a round loop collar that adds a touch of vintage-inspired detail. Light, graceful, and thoughtfully designed.","Occasionwear for women, Modern heirloom pieces, Bow-detail dresses, Wedding guest outfits, Elegant eventwear, Quiet luxury, Modern femininity, Effortless elegance, Romantic minimalism, Elevated everyday, Whimsical sophistication",Women,"Birthday brunches, Afternoon tea dates, Fancy Sunday breakfastshoneymoon looks, Springtime escapes, Gallery openings, Fashion week events, Charity dinners or galas, Garden parties, Holiday soirees","Women, Dresses",https://thechicindian.com/product-details-sku/nnss25022,23-11-2025 11:26,23-11-2025 11:26
1191,115066,Noie Noei,94,nnss25026,POLKA DOT MIDI SHIRT DRESS,540822,Unknown,PINK,1,"nnss25026, nnss25026xspink, nnss25026spink, nnss25026mpink, nnss25026lpink, nnss25026xlpink, nnss250262xlpink","A-line maxi shirt dress with a pleated waist and button front-flattering, comfortable, and finished with romantic puff sleeves.","With its button-front design and pleated waist, this A-line maxi dress drapes effortlessly, creating a flattering and feminine shape. The easy shirt dress fit offers comfort, while dramatic puff sleeves infuse the look with romantic, vintage-inspired charm. Product details: Body fitted Concealed back zipper Lined","Occasionwear for women, Modern heirloom pieces, Bow-detail dresses, Wedding guest outfits, Elegant eventwear, Quiet luxury, Modern femininity, Effortless elegance, Romantic minimalism, Elevated everyday, Whimsical sophistication",Women,"Birthday brunches, Afternoon tea dates, Fancy Sunday breakfastshoneymoon looks, Springtime escapes, Gallery openings, Fashion week events, Charity dinners or galas, Garden parties, Holiday soirees","Women, Dresses",https://thechicindian.com/product-details-sku/nnss25026,23-11-2025 11:26,23-11-2025 11:26
1192,115073,Noie Noei,94,nnss25027,ORCHID ULA DRESS,540822,Unknown,WHITE,1,"nnss25027, nnss25027xswhite, nnss25027swhite, nnss25027mwhite, nnss25027lwhite, nnss25027xlwhite, nnss250272xlwhite","Orchid Ula dress with noodle straps, layered hemlines, and a soft orchid print-breezy and feminine.","The Orchid Ula Dress is a breezy, feminine piece featuring delicate noodle straps and cascading layered hemlines-one at the waist, the other flowing below. Adorned with a soft orchid print, it brings graceful movement and floral charm to every step. Perfect for sunlit escapes and effortless style. Designed with delicate strap sleeves and a flared midline, this maxi-length dress showcases a beautiful orchid floral print-an effortlessly breezy choice for spring and summer. Product details: Flared Mid-line Concealed back zipper Strap sleeves Lined","Occasionwear for women, Modern heirloom pieces, Bow-detail dresses, Wedding guest outfits, Elegant eventwear, Quiet luxury, Modern femininity, Effortless elegance, Romantic minimalism, Elevated everyday, Whimsical sophistication",Women,"Birthday brunches, Afternoon tea dates, Fancy Sunday breakfastshoneymoon looks, Springtime escapes, Gallery openings, Fashion week events, Charity dinners or galas, Garden parties, Holiday soirees","Women, Dresses",https://thechicindian.com/product-details-sku/nnss25027,23-11-2025 11:26,23-11-2025 11:26
1193,115080,Noie Noei,94,nnss25028,ORCHID MIDI DRESS,540822,Unknown,WHITE,1,"nnss25028, nnss25028xswhite, nnss25028swhite, nnss25028mwhite, nnss25028lwhite, nnss25028xlwhite, nnss250282xlwhite","Orchid mini dress with a halter neck, loop collar, and flared ruffled hem.","The Orchid Mini Dress is a playful yet elegant piece featuring a halter neckline and delicate loop collar. Adorned with a soft orchid print, its flared, ruffled hemline adds movement and charm. A perfect blend of romance and ease for sunny days or evenings out. Featuring our signature orchid print, this midi-length dress is defined by its distinctive loop collar with intricate handmade loops-an elegant nod to artisanal detail and timeless style. Product details: Handmade LoopsSleevelessConcealed back zipperLined","Occasionwear for women, Modern heirloom pieces, Bow-detail dresses, Wedding guest outfits, Elegant eventwear, Quiet luxury, Modern femininity, Effortless elegance, Romantic minimalism, Elevated everyday, Whimsical sophistication",Women,"Birthday brunches, Afternoon tea dates, Fancy Sunday breakfastshoneymoon looks, Springtime escapes, Gallery openings, Fashion week events, Charity dinners or galas, Garden parties, Holiday soirees","Women, Dresses",https://thechicindian.com/product-details-sku/nnss25028,23-11-2025 11:26,23-11-2025 11:26
1194,115087,Noie Noei,94,nnss25029,ORCHID ASTER DRESS,540822,Unknown,WHITE,1,"nnss25029, nnss25029xswhite, nnss25029swhite, nnss25029mwhite, nnss25029lwhite, nnss25029xlwhite, nnss250292xlwhite","Orchid Aster mini dress with full sleeves and a flared skirt-style hem-soft, feminine, and chic.","The Orchid Aster Dress is a charming mini-length piece adorned with a soft orchid print and full-length sleeves for graceful coverage. Featuring a unique skirt-like hemline that flows from the waist, it blends playful femininity with relaxed elegance-perfect for both casual and elevated moments. Set in the signature orchid print, this short dress makes a statement with long, ruffled, dramatically flared sleeves-blending bold elegance with a playful silhouette. Product details: Flared Sleeves Concealed back zipper Lined","Occasionwear for women, Modern heirloom pieces, Bow-detail dresses, Wedding guest outfits, Elegant eventwear, Quiet luxury, Modern femininity, Effortless elegance, Romantic minimalism, Elevated everyday, Whimsical sophistication",Women,"Birthday brunches, Afternoon tea dates, Fancy Sunday breakfastshoneymoon looks, Springtime escapes, Gallery openings, Fashion week events, Charity dinners or galas, Garden parties, Holiday soirees","Women, Dresses",https://thechicindian.com/product-details-sku/nnss25029,23-11-2025 11:26,23-11-2025 11:26
1195,115094,Noie Noei,94,nnss25032,POLKA DOT VEST PANT SET,540822,Unknown,"PINK, Pink ",1,"nnss25032, nnss25032xspink, nnss25032spink, nnss25032mpink, nnss25032lpink, nnss25032xlpink, nnss250322xlpink",A floral printed sleek vest & pant co-ord set.,"Vest is given a contemporary update with oversized, voluminous sleeves, adding a playful yet sophisticated touch. The sleek vest design pairs perfectly with the dramatic sleeves, making it a standout piece for any wardrobe. Product details: Body fitted Concealed back zipper Applique flowers Lined","Occasionwear for women, Modern heirloom pieces, Bow-detail dresses, Wedding guest outfits, Elegant eventwear, Quiet luxury, Modern femininity, Effortless elegance, Romantic minimalism, Elevated everyday, Whimsical sophistication",Women,"Birthday brunches, Afternoon tea dates, Fancy Sunday breakfastshoneymoon looks, Springtime escapes, Gallery openings, Fashion week events, Charity dinners or galas, Garden parties, Holiday soirees","Women, Sets",https://thechicindian.com/product-details-sku/nnss25032,23-11-2025 11:26,23-11-2025 11:26
1196,115108,Noie Noei,94,nnss24001y,BUTTERCUP TIER DRESS YELLOW,540822,LINEN SILK,YELLOW,1,"nnss24001, nnss24001xsyellow, nnss24001syellow, nnss24001myellow, nnss24001lyellow, nnss24001xlyellow, nnss240012xlyellow",Our stunning three-tier linen silk dress features a breezy silhouette with cascading tiers and delicate flower appliques.,Our stunning three-tier dress is breezy silhouette features cascading tiers that add a touch of movement and playful volume. It is crafted from luxurious linen silk and adorned with delicate flower appliques Closure & Details: Body Fitted Back closure with conceal zipper Applique flowers Lined Fabric: Type: Linen Silk Lined,"Occasionwear for women, Modern heirloom pieces, Bow-detail dresses, Wedding guest outfits, Elegant eventwear, Quiet luxury, Modern femininity, Effortless elegance, Romantic minimalism, Elevated everyday, Whimsical sophistication",Women,"Birthday brunches, Afternoon tea dates, Fancy Sunday breakfastshoneymoon looks, Springtime escapes, Gallery openings, Fashion week events, Charity dinners or galas, Garden parties, Holiday soirees","Women, Dresses",https://thechicindian.com/product-details-sku/nnss24001y,23-11-2025 11:26,23-11-2025 11:26
1197,115127,Noie Noei,94,nnss24002,BUTTERCUP MIDI DRESS,540822,BEMBERG LINEN,CORAL,1,"nnss24002, nnss24002xscoral, nnss24002scoral, nnss24002mcoral, nnss24002lcoral, nnss24002xlcoral, nnss240022xlcoral","Maxi dress in airy bemberg linen with ruffle flower appliques, shirred neckline, side pockets, and an oversized fit.",Maxi dress with ruffle flower applique along the front and back neckline. Featuring shirring along the neckline and side seam pockets. Cut for an oversized fit; size down based on desired fit. Made from bemberg linen fabric for a airy feel.,"Occasionwear for women, Modern heirloom pieces, Bow-detail dresses, Wedding guest outfits, Elegant eventwear, Quiet luxury, Modern femininity, Effortless elegance, Romantic minimalism, Elevated everyday, Whimsical sophistication",Women,"Birthday brunches, Afternoon tea dates, Fancy Sunday breakfastshoneymoon looks, Springtime escapes, Gallery openings, Fashion week events, Charity dinners or galas, Garden parties, Holiday soirees","Women, Dresses",https://thechicindian.com/product-details-sku/nnss24002,23-11-2025 11:26,23-11-2025 11:26
1198,115134,Noie Noei,94,nnss24003,BUTTERCUP DRESS,540822,BEMBERG LINEN,WHITE,1,"nnss24003, nnss24003xswhite, nnss24003swhite, nnss24003mwhite, nnss24003lwhite, nnss24003xlwhite, nnss240032xlwhite","Maxi dress in airy bemberg linen with ruffle flower appliques, shirred neckline, side pockets, and an oversized fit.","Maxi dress with ruffle flower applique along the front and back neckline. Featuring the side seam pockets. Cut for an relaxed fit, made from bemberg linen fabric for a airy feel. Closure & Details: Scoop neck Relaxed fit Applique flowers Fabric: Type: BEMBERG LINEN","Occasionwear for women, Modern heirloom pieces, Bow-detail dresses, Wedding guest outfits, Elegant eventwear, Quiet luxury, Modern femininity, Effortless elegance, Romantic minimalism, Elevated everyday, Whimsical sophistication",Women,"Birthday brunches, Afternoon tea dates, Fancy Sunday breakfastshoneymoon looks, Springtime escapes, Gallery openings, Fashion week events, Charity dinners or galas, Garden parties, Holiday soirees","Women, Dresses",https://thechicindian.com/product-details-sku/nnss24003,23-11-2025 11:26,23-11-2025 11:26
1199,115141,Noie Noei,94,nnss24005,JAUNE BOW TOP,540822,BEMBERG LINEN,YELLOW,1,"nnss24005, nnss24005xsyellow, nnss24005syellow, nnss24005myellow, nnss24005lyellow, nnss24005xlyellow, nnss240052xlyellow","Sleeveless bow top with back button, crew neck, and luxurious linen blend.","This chic bow top with button fastening at the back of the neck for a touch of refined style. With its classic crew neck and sleeveless design, it exudes timeless charm and versatility. Crafted from a luxurious linen blend, this top is perfect for both casual outings and stylish occasions. This must-have piece that seamlessly blends comfort and fashion. Closure & Details: Linen blend Button fastening at the back Crew neck Sleeveless Fabric: Type: BEMBERG LINEN","Occasionwear for women, Modern heirloom pieces, Bow-detail dresses, Wedding guest outfits, Elegant eventwear, Quiet luxury, Modern femininity, Effortless elegance, Romantic minimalism, Elevated everyday, Whimsical sophistication",Women,"Birthday brunches, Afternoon tea dates, Fancy Sunday breakfastshoneymoon looks, Springtime escapes, Gallery openings, Fashion week events, Charity dinners or galas, Garden parties, Holiday soirees","Women, Tops",https://thechicindian.com/product-details-sku/nnss24005,23-11-2025 11:26,23-11-2025 11:26
1200,115148,Noie Noei,94,nnss24006,JAUNE SKIRT,540822,BEMBERG LINEN,YELLOW,1,"nnss24006, nnss24006xsyellow, nnss24006syellow, nnss24006myellow, nnss24006lyellow, nnss24006xlyellow, nnss240062xlyellow",A full-length circle skirt featuring a fitted high waist and side seam zipper.,A full-length circle skirt featuring a fitted high waist and side seam zipper. Closure & Details: Invisible zip closure Midi Length Linen Blend Fabric: Type: BEMBERG LINEN,"Occasionwear for women, Modern heirloom pieces, Bow-detail dresses, Wedding guest outfits, Elegant eventwear, Quiet luxury, Modern femininity, Effortless elegance, Romantic minimalism, Elevated everyday, Whimsical sophistication",Women,"Birthday brunches, Afternoon tea dates, Fancy Sunday breakfastshoneymoon looks, Springtime escapes, Gallery openings, Fashion week events, Charity dinners or galas, Garden parties, Holiday soirees","Women, Bottoms",https://thechicindian.com/product-details-sku/nnss24006,23-11-2025 11:26,23-11-2025 11:26
1201,115155,Noie Noei,94,nnss24007br,BUTTERCUP BUSTIER BROWN,540822,BEMBERG LINEN,BROWN,1,"nnss24007br, nnss24007brxsbrown, nnss24007brsbrown, nnss24007brmbrown, nnss24007brlbrown, nnss24007brxlbrown, nnss24007br2xlbrown","Fitted bemberg linen bustier with delicate flower appliques, button-down front, and flap pockets for a romantic, modern look.","A fitted bustier is meticulously crafted from luxurious bemberg linen. Delicate bow appliques adorn the entirety of this elegant piece, adding a touch of romance and femininity to your look. The buttoned-down design with flap pockets on both sides, offers a contemporary twist on classic sophistication. Closure & Details: Invisible zip closure Appliqu bows Flap Pockets Lined Fabric: Type: BEMBERG LINEN Lined","Occasionwear for women, Modern heirloom pieces, Bow-detail dresses, Wedding guest outfits, Elegant eventwear, Quiet luxury, Modern femininity, Effortless elegance, Romantic minimalism, Elevated everyday, Whimsical sophistication",Women,"Birthday brunches, Afternoon tea dates, Fancy Sunday breakfastshoneymoon looks, Springtime escapes, Gallery openings, Fashion week events, Charity dinners or galas, Garden parties, Holiday soirees","Women, Tops",https://thechicindian.com/product-details-sku/nnss24007br,23-11-2025 11:26,23-11-2025 11:26
1202,115162,Noie Noei,94,nnss24007bl,BUTTERCUP BUSTIER BLACK,540822,BEMBERG LINEN,BLACK,1,"nnss24007bl, nnss24007blxsblack, nnss24007blsblack, nnss24007blmblack, nnss24007bllblack, nnss24007blxlblack, nnss24007bl2xlblack","Fitted bemberg linen bustier with delicate flower appliques, button-down front, and flap pockets for a romantic, modern look.","A fitted bustier is meticulously crafted from luxurious bemberg linen. Delicate flower appliques adorn the entirety of this elegant piece, adding a touch of romance and femininity to your look. The buttoned-down design with flap pockets on both sides, offers a contemporary twist on classic sophistication.","Occasionwear for women, Modern heirloom pieces, Bow-detail dresses, Wedding guest outfits, Elegant eventwear, Quiet luxury, Modern femininity, Effortless elegance, Romantic minimalism, Elevated everyday, Whimsical sophistication",Women,"Birthday brunches, Afternoon tea dates, Fancy Sunday breakfastshoneymoon looks, Springtime escapes, Gallery openings, Fashion week events, Charity dinners or galas, Garden parties, Holiday soirees","Women, Tops",https://thechicindian.com/product-details-sku/nnss24007bl,23-11-2025 11:26,23-11-2025 11:26
1203,115169,Noie Noei,94,nnss24008,PLEATED PANTS,540822,BEMBERG LINEN,BROWN,1,"nnss24008, nnss24008xsbrown, nnss24008sbrown, nnss24008mbrown, nnss24008lbrown, nnss24008xlbrown, nnss240082xlbrown",Waist pleats add room and graceful drape for all-day comfort and ease of movement.,"The pleats at the waist provide extra room and drape beautifully, ensuring a comfortable fit that moves with you throughout the day.","Occasionwear for women, Modern heirloom pieces, Bow-detail dresses, Wedding guest outfits, Elegant eventwear, Quiet luxury, Modern femininity, Effortless elegance, Romantic minimalism, Elevated everyday, Whimsical sophistication",Women,"Birthday brunches, Afternoon tea dates, Fancy Sunday breakfastshoneymoon looks, Springtime escapes, Gallery openings, Fashion week events, Charity dinners or galas, Garden parties, Holiday soirees","Women, Bottoms",https://thechicindian.com/product-details-sku/nnss24008,23-11-2025 11:26,23-11-2025 11:26
1204,115176,Noie Noei,94,nnss24009br,BUTTERCUP BOW BUSTIER BROWN,540822,BEMBERG LINEN,BROWN,1,"nnss24009br, nnss24009brxsbrown, nnss24009brsbrown, nnss24009brmbrown, nnss24009brlbrown, nnss24009brxlbrown, nnss24009br2xlbrown","Fitted bemberg linen bustier with delicate bow appliques, button-down front, and flap pockets for a romantic, modern style.","A fitted bustier is meticulously crafted from luxurious bemberg linen. Delicate bow appliques adorn the entirety of this elegant piece, adding a touch of romance and femininity to your look. The buttoned-down design with flap pockets on both sides, offers a contemporary twist on classic sophistication. Closure & Details: Invisible zip closure Appliqu bows Flap Pockets Fabric: Type: BEMBERG LINEN Lined","Occasionwear for women, Modern heirloom pieces, Bow-detail dresses, Wedding guest outfits, Elegant eventwear, Quiet luxury, Modern femininity, Effortless elegance, Romantic minimalism, Elevated everyday, Whimsical sophistication",Women,"Birthday brunches, Afternoon tea dates, Fancy Sunday breakfastshoneymoon looks, Springtime escapes, Gallery openings, Fashion week events, Charity dinners or galas, Garden parties, Holiday soirees","Women, Tops",https://thechicindian.com/product-details-sku/nnss24009br,23-11-2025 11:26,23-11-2025 11:26
1205,115183,Noie Noei,94,nnss24009bl,BUTTERCUP BOW BUSTIER WHITE,540822,Unknown,WHITE,1,"nnss24009bl, nnss24009blxswhite, nnss24009blswhite, nnss24009blmwhite, nnss24009bllwhite, nnss24009blxlwhite, nnss24009bl2xlwhite","Fitted bemberg linen bustier with delicate bow appliques, button-down front, and flap pockets for a romantic, modern style.","A fitted bustier is meticulously crafted from luxurious bemberg linen. Delicate bow appliques adorn the entirety of this elegant piece, adding a touch of romance and femininity to your look. The buttoned-down design with flap pockets on both sides, offers a contemporary twist on classic sophistication. Closure & Details: Invisible zip closure Appliqu bows Flap Pockets Fabric: Type: BEMBERG LINEN Lined","Occasionwear for women, Modern heirloom pieces, Bow-detail dresses, Wedding guest outfits, Elegant eventwear, Quiet luxury, Modern femininity, Effortless elegance, Romantic minimalism, Elevated everyday, Whimsical sophistication",Women,"Birthday brunches, Afternoon tea dates, Fancy Sunday breakfastshoneymoon looks, Springtime escapes, Gallery openings, Fashion week events, Charity dinners or galas, Garden parties, Holiday soirees","Women, Tops",https://thechicindian.com/product-details-sku/nnss24009bl,23-11-2025 11:26,23-11-2025 11:26
1206,115204,Noie Noei,94,nnss24015,BOW SHORT DRESS,540822,LINEN SILK,WHITE,1,"nnss24015, nnss24015xswhite, nnss24015swhite, nnss24015mwhite, nnss24015lwhite, nnss24015xlwhite, nnss240152xlwhite","Mini dress with back bow and cascading 3D bows, combining flirty charm and feminine flair for a flattering, playful look.","The combination of the mini length, back bow, and cascading 3D bows creates a dress that embodies lighthearted fun and flirty vibes. This dress celebrates femininity with a touch of unexpected charm, making it perfect for standing out from the crowd. The design flatters your figure and allows for movement. Closure & Details: Bow tie up 3d bow element Turtle neck Fabric: Type: LINEN SILK LINED","Occasionwear for women, Modern heirloom pieces, Bow-detail dresses, Wedding guest outfits, Elegant eventwear, Quiet luxury, Modern femininity, Effortless elegance, Romantic minimalism, Elevated everyday, Whimsical sophistication",Women,"Birthday brunches, Afternoon tea dates, Fancy Sunday breakfastshoneymoon looks, Springtime escapes, Gallery openings, Fashion week events, Charity dinners or galas, Garden parties, Holiday soirees","Women, Dresses",https://thechicindian.com/product-details-sku/nnss24015,23-11-2025 11:26,23-11-2025 11:26
1207,115211,Noie Noei,94,nnss24016,MIDI BOW DRESS,540822,LINEN SILK,WHITE,1,"nnss24016, nnss24016xswhite, nnss24016swhite, nnss24016mwhite, nnss24016lwhite, nnss24016xlwhite, nnss240162xlwhite",Mini dress with back bow and cascading 3D bows.,"The combination of the mdi length, back bow, and cascading 3D bows creates a dress that embodies lighthearted fun and elegant vibes. This dress celebrates femininity with a touch of unexpected charm, making it perfect for standing out from the crowd. The design flatters your figure and allows for movement. Closure & Details: Bow tie up 3d bow element Turtle neck Fabric: Type: LINEN SILK Lined","Occasionwear for women, Modern heirloom pieces, Bow-detail dresses, Wedding guest outfits, Elegant eventwear, Quiet luxury, Modern femininity, Effortless elegance, Romantic minimalism, Elevated everyday, Whimsical sophistication",Women,"Birthday brunches, Afternoon tea dates, Fancy Sunday breakfastshoneymoon looks, Springtime escapes, Gallery openings, Fashion week events, Charity dinners or galas, Garden parties, Holiday soirees","Women, Dresses",https://thechicindian.com/product-details-sku/nnss24016,23-11-2025 11:26,23-11-2025 11:26
1208,115218,Noie Noei,94,nnss24023,STRIPE MIDI DRESS,540822,COTTON POPLIN,BROWN,1,"nnss24023, nnss24023xsbrown, nnss24023sbrown, nnss24023mbrown, nnss24023lbrown, nnss24023xlbrown, nnss240232xlbrown",Elegant stripe fitted dress with pleated detailing that accentuates curves and adds graceful movement.,Step into elegance with our stunning stripe fitted dress crafted to accentuate your curves while the pleated detailing adds a touch of flair and movement to your ensemble. Closure & Details: Drop waist Conceal zipper Fitted bodice Pleated Fabric: Type: COTTON POPLIN LINED,"Occasionwear for women, Modern heirloom pieces, Bow-detail dresses, Wedding guest outfits, Elegant eventwear, Quiet luxury, Modern femininity, Effortless elegance, Romantic minimalism, Elevated everyday, Whimsical sophistication",Women,"Birthday brunches, Afternoon tea dates, Fancy Sunday breakfastshoneymoon looks, Springtime escapes, Gallery openings, Fashion week events, Charity dinners or galas, Garden parties, Holiday soirees","Women, Dresses",https://thechicindian.com/product-details-sku/nnss24023,23-11-2025 11:26,23-11-2025 11:26
1209,115225,Noie Noei,94,nnss24027,DAFFODIL STRIPE DRESS,540822,COTTON POPLIN,MULTICOLOR,1,"nnss24027, nnss24027xsmulticolor, nnss24027smulticolor, nnss24027mmulticolor, nnss24027lmulticolor, nnss24027xlmulticolor, nnss240272xlmulticolor","Shoulder bows add charming femininity, elevating this maxi dress for special occasions.","Delicate bows adorn the shoulders, adding a touch of unexpected charm and femininity. These bows elevate the dress beyond the basic maxi, making it perfect for special occasions. Closure & Details: Maxi dress Shoulder bow detail Daffodil print Fabric: Type: COTTON POPLIN LINED","Occasionwear for women, Modern heirloom pieces, Bow-detail dresses, Wedding guest outfits, Elegant eventwear, Quiet luxury, Modern femininity, Effortless elegance, Romantic minimalism, Elevated everyday, Whimsical sophistication",Women,"Birthday brunches, Afternoon tea dates, Fancy Sunday breakfastshoneymoon looks, Springtime escapes, Gallery openings, Fashion week events, Charity dinners or galas, Garden parties, Holiday soirees","Women, Dresses",https://thechicindian.com/product-details-sku/nnss24027,23-11-2025 11:26,23-11-2025 11:26
1210,115232,Noie Noei,94,nnss24028,DAFFODIL MIDI SHIRT DRESS,540822,LINEN SILK,MULTICOLOR,1,"nnss24028, nnss24028xsmulticolor, nnss24028smulticolor, nnss24028mmulticolor, nnss24028lmulticolor, nnss24028xlmulticolor, nnss240282xlmulticolor","Button maxi dress with a relaxed shirt silhouette, dramatic puff sleeves, and a flowing drape that elongates your silhouette with effortless style.","The button maxi length drapes beautifully, elongating your silhouette and adding a touch of effortless drama. Comfy Shirt Dress Silhouette: The shirt dress design offers a relaxed fit through the bodice, ensuring comfort without compromising on style. Puff Sleeve Power: Dramatic puff sleeves elevate the look, adding a touch of romanticism and vintage flair.","Occasionwear for women, Modern heirloom pieces, Bow-detail dresses, Wedding guest outfits, Elegant eventwear, Quiet luxury, Modern femininity, Effortless elegance, Romantic minimalism, Elevated everyday, Whimsical sophistication",Women,"Birthday brunches, Afternoon tea dates, Fancy Sunday breakfastshoneymoon looks, Springtime escapes, Gallery openings, Fashion week events, Charity dinners or galas, Garden parties, Holiday soirees","Women, Dresses",https://thechicindian.com/product-details-sku/nnss24028,23-11-2025 11:26,23-11-2025 11:26
1211,115239,Noie Noei,94,nnss24029,DAFFODIL BIB SHIRT,540822,COTTON POPLIN,WHITE,1,"nnss24029, nnss24029xswhite, nnss24029swhite, nnss24029mwhite, nnss24029lwhite, nnss24029xlwhite, nnss240292xlwhite",Sleeveless top with signature looped neckline and adjustable side cords for versatile style.,Elevate your wardrobe essentials with our unique sleeveless top. This versatile piece features our signature looped detailing at the neckline and ajustable cords on each side.,"Occasionwear for women, Modern heirloom pieces, Bow-detail dresses, Wedding guest outfits, Elegant eventwear, Quiet luxury, Modern femininity, Effortless elegance, Romantic minimalism, Elevated everyday, Whimsical sophistication",Women,"Birthday brunches, Afternoon tea dates, Fancy Sunday breakfastshoneymoon looks, Springtime escapes, Gallery openings, Fashion week events, Charity dinners or galas, Garden parties, Holiday soirees","Women, Tops",https://thechicindian.com/product-details-sku/nnss24029,23-11-2025 11:26,23-11-2025 11:26
